Unnamed: 0	fuzzy_match	canonical
1100	Senator jim inhofe (r-ok), chairman of the senate environment and public works committee	Paul R. Ehrlich
1101	Van der vaart, who lead north carolina’s department of environmental quality under governor pat mccrory (r)	Paul R. Ehrlich
1102	gunn-wright	Rhiana Gunn-Wright
1103	rhiana gunn wright, founder of the think tank new consensus, which is drawing up green new deal policies	Rhiana Gunn-Wright
1104	rhiana gunn-wright	Rhiana Gunn-Wright
1105	Gunn-wright	Rhiana Gunn-Wright
1106	Rhiana gunn wright, founder of the think tank new consensus, which is drawing up green new deal policies	Rhiana Gunn-Wright
1107	Rhiana gunn-wright	Rhiana Gunn-Wright
1108	amory	Amory Lovins
1109	amory lovins	Amory Lovins
1110	lovins	Amory Lovins
1111	Amory	Amory Lovins
1112	Amory lovins	Amory Lovins
1113	Lovins	Amory Lovins
1114	the green party's caroline lucas	Caroline Lucas
1115	The green party's caroline lucas	Caroline Lucas
1116	""" christiana figueres, the u.n.'s climate chief"	Christiana Figueres
1117	christiana figueres	Christiana Figueres
1118	christiana figueres, the executive secretary of the u.n. framework convention on climate change	Christiana Figueres
1119	christiana figueres, the un's top climate change official	Christiana Figueres
1120	figueres	Christiana Figueres
1121	former u.n. climate chief christiana figueres	Christiana Figueres
1122	it's christiana figueres	Christiana Figueres
1123	the u.n.'s top global warming official, christiana figueres, executive secretary of u.n.’s framework convention on climate change	Christiana Figueres
1124	u.n. official christine figueres	Christiana Figueres
1125	united nations climate chief christiana figueres	Christiana Figueres
1126	Christiana figueres	Christiana Figueres
1127	Christiana figueres, the executive secretary of the u.n. framework convention on climate change	Christiana Figueres
1128	Christiana figueres, the un's top climate change official	Christiana Figueres
1129	Figueres	Christiana Figueres
1130	Former u.n. climate chief christiana figueres	Christiana Figueres
1131	It's christiana figueres	Christiana Figueres
1132	The u.n.'s top global warming official, christiana figueres, executive secretary of u.n.’s framework convention on climate change	Christiana Figueres
1133	U.n. official christine figueres	Christiana Figueres
1134	United nations climate chief christiana figueres	Christiana Figueres
1135	hallam	Roger Hallam
1136	hallam, bradbrook, and a group of around 20 activists	Roger Hallam
1137	roger hallam	Roger Hallam
1138	Hallam	Roger Hallam
1139	Hallam, bradbrook, and a group of around 20 activists	Roger Hallam
1140	Roger hallam	Roger Hallam
1141	hulot	Nicolas Hulot
1142	Hulot	Nicolas Hulot
1143	bastida	Xiye Bastida
1144	Bastida	Xiye Bastida
1145	gaylord nelson	Gaylord Nelson
1146	liberal senator gaylord nelson	Gaylord Nelson
1147	sen. gaylord nelson (d) of wisconsin	Gaylord Nelson
1148	taylor	Gaylord Nelson
1149	Gaylord nelson	Gaylord Nelson
1150	Liberal senator gaylord nelson	Gaylord Nelson
1151	Sen. gaylord nelson (d) of wisconsin	Gaylord Nelson
1152	Taylor	Gaylord Nelson
1153	jonathon porritt, who chairs the government’s sustainable development commission	Jonathon Porritt
1154	porritt	Jonathon Porritt
1155	Jonathon porritt, who chairs the government’s sustainable development commission	Jonathon Porritt
1156	Porritt	Jonathon Porritt
1157	laduke	Winona LaDuke
1158	Laduke	Winona LaDuke
1159	green party candidate jill stein	Jill Stein
1160	green party presidential candidate jill stein	Jill Stein
1161	jill stein	Jill Stein
1162	jill stein  	Jill Stein
1163	Green party candidate jill stein	Jill Stein
1164	Green party presidential candidate jill stein	Jill Stein
1165	Jill stein	Jill Stein
1166	Jill stein  	Jill Stein
1167	bhatt	Chandi Prasad Bhatt
1168	Bhatt	Chandi Prasad Bhatt
1169	flavin	Christopher Flavin
1170	mr. flavin	Christopher Flavin
1171	Flavin	Christopher Flavin
1172	Mr. flavin	Christopher Flavin
1173	ayakha	Ayakha Melithafa
1174	melithafa	Ayakha Melithafa
1175	Ayakha	Ayakha Melithafa
1176	Melithafa	Ayakha Melithafa
1177	chameides	William L. Chameides
1178	Chameides	William L. Chameides
1179	amstrup	Steven Amstrup
1180	steven amstrup	Steven Amstrup
1181	Amstrup	Steven Amstrup
1182	Steven amstrup	Steven Amstrup
1183	vanessa nakate	Vanessa Nakate
1184	Vanessa nakate	Vanessa Nakate
1185	climate activist isra hirsi	Isra Hirsi
1186	Climate activist isra hirsi	Isra Hirsi
1187	villaseñor	Alexandria Villaseñor
1188	Villaseñor	Alexandria Villaseñor
1189	bellamy	David Bellamy
1190	david bellamy	David Bellamy
1191	Bellamy	David Bellamy
1192	David bellamy	David Bellamy
1193	former green party presidential candidate ralph nader	Ralph Nader
1194	nader	Ralph Nader
1195	Former green party presidential candidate ralph nader	Ralph Nader
1196	Nader	Ralph Nader
1197	stewart brand	Stewart Brand
1198	Stewart brand	Stewart Brand
1199	lynas	Mark Lynas
1200	Lynas	Mark Lynas
1201	paul watson, the founder of the sea shepherd conservation society	Paul Watson
1202	Paul watson, the founder of the sea shepherd conservation society	Paul Watson
1203	christopher field of the carnegie institution for science	Christopher Field
1204	Christopher field of the carnegie institution for science	Christopher Field
1205	raitt	Bonnie Raitt
1206	Raitt	Bonnie Raitt
1207	gilding	Paul Gilding
1208	gilding, who advises businesses on climate change, and other political observers	Paul Gilding
1209	Gilding	Paul Gilding
1210	Gilding, who advises businesses on climate change, and other political observers	Paul Gilding
1211	mr. tanaka	Shōzō Tanaka
1212	tanaka	Shōzō Tanaka
1213	Mr. tanaka	Shōzō Tanaka
1214	Tanaka	Shōzō Tanaka
1215	fell	Hans-Josef Fell
1216	fellow	Hans-Josef Fell
1217	german climate scientist hans von storch of the meteorological institute of the university of hamburg	Hans-Josef Fell
1218	hanis	Hans-Josef Fell
1219	hans ehrbar, a professor of economics at the university of utah	Hans-Josef Fell
1220	hans joachim schellnhuber, director of the potsdam institute for climate impact research	Hans-Josef Fell
1221	hans oeschger of switzerland	Hans-Josef Fell
1222	hans von spakovsky, a senior legal fellow at the heritage foundation	Hans von Spakovsky
1223	hans-josef fell	Hans-Josef Fell
1224	hans-otto poertner, an oceans expert and professor at the alfred wegener institute not involved in monday's study	Hans-Josef Fell
1225	j.j.	Hans-Josef Fell
1226	jose	Hans-Josef Fell
1227	josef schuster, president of the central council of jews in germany	Hans-Josef Fell
1228	tell	Hans-Josef Fell
1229	willi dansgaard and hans oeschger	Hans-Josef Fell
1230	yosef	Hans-Josef Fell
1231	Fell	Hans-Josef Fell
1232	Fellow	Hans-Josef Fell
1233	German climate scientist hans von storch of the meteorological institute of the university of hamburg	Hans-Josef Fell
1234	Hanis	Hans-Josef Fell
1235	Hans ehrbar, a professor of economics at the university of utah	Hans-Josef Fell
1236	Hans joachim schellnhuber, director of the potsdam institute for climate impact research	Hans-Josef Fell
1237	Hans oeschger of switzerland	Hans-Josef Fell
1238	Hans von spakovsky, a senior legal fellow at the heritage foundation	Hans von Spakovsky
1239	Hans-josef fell	Hans-Josef Fell
1240	Hans-otto poertner, an oceans expert and professor at the alfred wegener institute not involved in monday's study	Hans-Josef Fell
1241	J.j.	Hans-Josef Fell
1242	Jose	Hans-Josef Fell
1243	Josef schuster, president of the central council of jews in germany	Hans-Josef Fell
1244	Tell	Hans-Josef Fell
1245	Willi dansgaard and hans oeschger	Hans-Josef Fell
1246	Yosef	Hans-Josef Fell
1247	tzeporah berman of the stand.earth organization	Tzeporah Berman
1248	Tzeporah berman of the stand.earth organization	Tzeporah Berman
1249	cheryl johncox, a sierra club representative	Sierra Club
1250	david alicea, an organizer for the sierra club	Sierra Club
1251	david foreman, former board member of sierra club	Sierra Club
1252	groups like the sierra club	Sierra Club
1253	jeff tittel, director of the new jersey sierra club	Sierra Club
1254	karen pitts of the sierra club	Sierra Club
1255	kate addleson, director of the state sierra club	Sierra Club
1256	kathryn phillips, who leads the lobbying efforts for sierra club california	Sierra Club
1257	louie miller, director of the state sierra club	Sierra Club
1258	sierra club’s debbie sease	Sierra Club
1259	the massachusetts chapter of the sierra club (scm)	Sierra Club
1260	the sierra club	Sierra Club
1261	the sierra club director	Sierra Club
1262	zack pistoria of the kansas sierra club	Sierra Club
1263	Cheryl johncox, a sierra club representative	Sierra Club
1264	David alicea, an organizer for the sierra club	Sierra Club
1265	David foreman, former board member of sierra club	Sierra Club
1266	Groups like the sierra club	Sierra Club
1267	Jeff tittel, director of the new jersey sierra club	Sierra Club
1268	Karen pitts of the sierra club	Sierra Club
1269	Kate addleson, director of the state sierra club	Sierra Club
1270	Kathryn phillips, who leads the lobbying efforts for sierra club california	Sierra Club
1271	Louie miller, director of the state sierra club	Sierra Club
1272	Sierra club’s debbie sease	Sierra Club
1273	The massachusetts chapter of the sierra club (scm)	Sierra Club
1274	The sierra club	Sierra Club
1275	The sierra club director	Sierra Club
1276	Zack pistoria of the kansas sierra club	Sierra Club
1277	a new united nations report on climate change	United Nations
1278	the next big united nations climate report	United Nations
1279	the united nations	United Nations
1280	the united nations and the european union	United Nations
1281	the united nations framework convention on climate change	United Nations
1282	the united nations intergovernmental panel	United Nations
1283	the united nations panelists	United Nations
1284	the united nations report on climate change released this week	United Nations
1285	UN	United Nations
1286	U.N.	United Nations
1287	the UN	United Nations
1288	the U.N.	United Nations
1289	un	United Nations
1290	u.n.	United Nations
1291	the un	United Nations
1292	the u.n.	United Nations
1293	A new united nations report on climate change	United Nations
1294	The next big united nations climate report	United Nations
1295	The united nations	United Nations
1296	The united nations and the european union	United Nations
1297	The united nations framework convention on climate change	United Nations
1298	The united nations intergovernmental panel	United Nations
1299	The united nations panelists	United Nations
1300	The united nations report on climate change released this week	United Nations
1301	Un	United Nations
1302	U.n.	United Nations
1303	The un	United Nations
1304	The u.n.	United Nations
1305	actor joaquin phoenix	Joaquin Phoenix
1306	joker star joaquin phoenix	Joaquin Phoenix
1307	Actor joaquin phoenix	Joaquin Phoenix
1308	Joker star joaquin phoenix	Joaquin Phoenix
1309	sterner	Thomas Sterner
1310	swedish environmental economist thomas sterner, a lead author of one of the chapters in the report	Thomas Sterner
1311	Sterner	Thomas Sterner
1312	Swedish environmental economist thomas sterner, a lead author of one of the chapters in the report	Thomas Sterner
1313	defense secretary james mattis	James Mattis
1314	even trump’s defense secretary james mattis	James Mattis
1315	former defense secretary james mattis	James Mattis
1316	general james mattis	James Mattis
1317	mattis	James Mattis
1318	trump appointee james mattis	James Mattis
1319	Defense secretary james mattis	James Mattis
1320	Even trump’s defense secretary james mattis	James Mattis
1321	Former defense secretary james mattis	James Mattis
1322	General james mattis	James Mattis
1323	Mattis	James Mattis
1324	Trump appointee james mattis	James Mattis
1325	dechristopher	Tim DeChristopher
1326	dechristopher and his lawyers	Tim DeChristopher
1327	Dechristopher	Tim DeChristopher
1328	Dechristopher and his lawyers	Tim DeChristopher
1329	""" david wallace-wells"	David Wallace-Wells
1330	david wallace-wells	David Wallace-Wells
1331	wallace-wells	David Wallace-Wells
1332	David wallace-wells	David Wallace-Wells
1333	Wallace-wells	David Wallace-Wells
1334	cosmos star neil degrasse tyson	Neil DeGrasse Tyson
1335	“neil degrasse tyson	Neil DeGrasse Tyson
1336	Cosmos star neil degrasse tyson	Neil DeGrasse Tyson
1337	climate policy analyst robert kopp of rutgers university	Robert Kopp
1338	Climate policy analyst robert kopp of rutgers university	Robert Kopp
1339	adam frank	Adam Frank
1340	Adam frank	Adam Frank
1341	isaksen	Ketil Isaksen
1342	ketil isaksen of the norwegian meterological institute	Ketil Isaksen
1343	Isaksen	Ketil Isaksen
1344	Ketil isaksen of the norwegian meterological institute	Ketil Isaksen
1345	feldman	Daniel Feldman
1346	study author daniel feldman of the lawrence berkeley national laboratory in california	Daniel Feldman
1347	Feldman	Daniel Feldman
1348	Study author daniel feldman of the lawrence berkeley national laboratory in california	Daniel Feldman
1349	climate alarmist ethan siegel	Ethan Siegel
1350	Climate alarmist ethan siegel	Ethan Siegel
1351	""" francis"	Pope Francis
1352	even pope francis	Pope Francis
1353	francis	Pope Francis
1354	pope	Pope Francis
1355	pope francis	Pope Francis
1356	pope francis (image courtesy pixabay)	Pope Francis
1357	pope francis adviser cardinal oscar rodríguez maradiaga	Pope Francis
1358	pope francis has made some oblique references to “climate change	Pope Francis
1359	pope francis the new champion of liberation theology	Pope Francis
1360	pope francis'	Pope Francis
1361	pope francis's	Pope Francis
1362	rome — pope francis	Pope Francis
1363	the pope	Pope Francis
1364	” pope francis	Pope Francis
1365	Even pope francis	Pope Francis
1366	Francis	Pope Francis
1367	Pope	Pope Francis
1368	Pope francis	Pope Francis
1369	Pope francis (image courtesy pixabay)	Pope Francis
1370	Pope francis adviser cardinal oscar rodríguez maradiaga	Pope Francis
1371	Pope francis has made some oblique references to “climate change	Pope Francis
1372	Pope francis the new champion of liberation theology	Pope Francis
1373	Pope francis'	Pope Francis
1374	Pope francis's	Pope Francis
1375	Rome — pope francis	Pope Francis
1376	The pope	Pope Francis
1377	""" epa administrator scott pruitt"	Scott Pruitt
1378	"""scott pruitt"	Scott Pruitt
1379	administrator scott pruitt	Scott Pruitt
1380	epa administrator scott pruitt	Scott Pruitt
1381	epa chief scott pruitt	Scott Pruitt
1382	epa director scott pruitt	Scott Pruitt
1383	epa director scott pruitt (screenshot of c-span video)  (cnsnews.com)	Scott Pruitt
1384	former oklahoma attorney general scott pruitt	Scott Pruitt
1385	incoming administrator scott pruitt is doing the lord’s work	Scott Pruitt
1386	oklahoma attorney general scott pruitt	Scott Pruitt
1387	pruitt	Scott Pruitt
1388	scott pruitt	Scott Pruitt
1389	scott pruitt  	Scott Pruitt
1390	Administrator scott pruitt	Scott Pruitt
1391	Epa administrator scott pruitt	Scott Pruitt
1392	Epa chief scott pruitt	Scott Pruitt
1393	Epa director scott pruitt	Scott Pruitt
1394	Epa director scott pruitt (screenshot of c-span video)  (cnsnews.com)	Scott Pruitt
1395	Former oklahoma attorney general scott pruitt	Scott Pruitt
1396	Incoming administrator scott pruitt is doing the lord’s work	Scott Pruitt
1397	Oklahoma attorney general scott pruitt	Scott Pruitt
1398	Pruitt	Scott Pruitt
1399	Scott pruitt	Scott Pruitt
1400	Scott pruitt  	Scott Pruitt
1401	a growing number of republicans, including senate majority leader mitch mcconnell	Mitch McConnell
1402	incoming senate majority leader mitch mcconnell	Mitch McConnell
1403	majority leader mitch mcconnell	Mitch McConnell
1404	mcconnell	Mitch McConnell
1405	mitch mcconnell	Mitch McConnell
1406	republican senate leader mitch mcconnell	Mitch McConnell
1407	sen. mitch mcconnell (ky.)	Mitch McConnell
1408	senate majority leader mitch mcconnell	Mitch McConnell
1409	senate majority leader mitch mcconnell and 21 other republicans	Mitch McConnell
1410	senate majority leader mitch mcconnell of kentucky	Mitch McConnell
1411	senate republican leader mitch mcconnell of kentucky	Mitch McConnell
1412	senator mitch mcconnell	Mitch McConnell
1413	A growing number of republicans, including senate majority leader mitch mcconnell	Mitch McConnell
1414	Incoming senate majority leader mitch mcconnell	Mitch McConnell
1415	Majority leader mitch mcconnell	Mitch McConnell
1416	Mcconnell	Mitch McConnell
1417	Mitch mcconnell	Mitch McConnell
1418	Republican senate leader mitch mcconnell	Mitch McConnell
1419	Sen. mitch mcconnell (ky.)	Mitch McConnell
1420	Senate majority leader mitch mcconnell	Mitch McConnell
1421	Senate majority leader mitch mcconnell and 21 other republicans	Mitch McConnell
1422	Senate majority leader mitch mcconnell of kentucky	Mitch McConnell
1423	Senate republican leader mitch mcconnell of kentucky	Mitch McConnell
1424	Senator mitch mcconnell	Mitch McConnell
1425	indiana gov. mike pence, a republican	Mike Pence
1426	pence	Mike Pence
1427	veep candidate mike pence	Mike Pence
1428	vice president-elect mike pence	Mike Pence
1429	Indiana gov. mike pence, a republican	Mike Pence
1430	Pence	Mike Pence
1431	Veep candidate mike pence	Mike Pence
1432	Vice president-elect mike pence	Mike Pence
1433	] cruz	Ted Cruz
1434	cruz	Ted Cruz
1435	republican sen. ted cruz of texas	Ted Cruz
1436	sen. ted cruz (r-tx)	Ted Cruz
1437	senator cruz	Ted Cruz
1438	ted cruz	Ted Cruz
1439	Cruz	Ted Cruz
1440	Republican sen. ted cruz of texas	Ted Cruz
1441	Sen. ted cruz (r-tx)	Ted Cruz
1442	Senator cruz	Ted Cruz
1443	Ted cruz	Ted Cruz
1444	"""  perry"	Rick Perry
1445	energy secretary rick perry	Rick Perry
1446	energy secretary rick perry (screenshot of white house video)  (cnsnews.com)	Rick Perry
1447	energy secretary rick perry 	Rick Perry
1448	former gop texas gov. rick perry as secretary of energy	Rick Perry
1449	former texas gov. rick perry	Rick Perry
1450	gov. rick perry of texas	Rick Perry
1451	governor rick perry	Rick Perry
1452	incoming energy secretary rick perry	Rick Perry
1453	perry	Rick Perry
1454	rick perry	Rick Perry
1455	secretary of energy rick perry	Rick Perry
1456	texas gov. rick perry	Rick Perry
1457	the president and energy secretary rick perry	Rick Perry
1458	the us energy secretary, rick perry	Rick Perry
1459	u.s. energy secretary rick perry	Rick Perry
1460	– energy secretary nominee rick perry	Rick Perry
1461	– energy secretary rick perry	Rick Perry
1462	Energy secretary rick perry	Rick Perry
1463	Energy secretary rick perry (screenshot of white house video)  (cnsnews.com)	Rick Perry
1464	Energy secretary rick perry 	Rick Perry
1465	Former gop texas gov. rick perry as secretary of energy	Rick Perry
1466	Former texas gov. rick perry	Rick Perry
1467	Gov. rick perry of texas	Rick Perry
1468	Governor rick perry	Rick Perry
1469	Incoming energy secretary rick perry	Rick Perry
1470	Perry	Rick Perry
1471	Rick perry	Rick Perry
1472	Secretary of energy rick perry	Rick Perry
1473	Texas gov. rick perry	Rick Perry
1474	The president and energy secretary rick perry	Rick Perry
1475	The us energy secretary, rick perry	Rick Perry
1476	U.s. energy secretary rick perry	Rick Perry
1477	conservative prime minister scott morrison	Scott Morrison
1478	morrison	Scott Morrison
1479	prime minister scott morrison	Scott Morrison
1480	scott morrison	Scott Morrison
1481	…[prime minister] scott morrison	Scott Morrison
1482	Conservative prime minister scott morrison	Scott Morrison
1483	Morrison	Scott Morrison
1484	Prime minister scott morrison	Scott Morrison
1485	Scott morrison	Scott Morrison
1486	bolsonaro	Jair Bolsonaro
1487	mr. bolsonaro	Jair Bolsonaro
1488	Bolsonaro	Jair Bolsonaro
1489	Mr. bolsonaro	Jair Bolsonaro
1490	houston (ap) - interior secretary ryan zinke	Ryan Zinke
1491	interior secretary ryan zinke	Ryan Zinke
1492	president donald trump’s interior secretary ryan zinke	Ryan Zinke
1493	zinke	Ryan Zinke
1494	zinke, a republican congressman from montana	Ryan Zinke
1495	zinke, the possible nominee for interior secretary	Ryan Zinke
1496	Houston (ap) - interior secretary ryan zinke	Ryan Zinke
1497	Interior secretary ryan zinke	Ryan Zinke
1498	President donald trump’s interior secretary ryan zinke	Ryan Zinke
1499	Zinke	Ryan Zinke
1500	Zinke, a republican congressman from montana	Ryan Zinke
1501	Zinke, the possible nominee for interior secretary	Ryan Zinke
1502	coburn’s fellow oklahoma republican sen. james inhofe	James Inhofe
1503	inhofe	James Inhofe
1504	james inhofe (r-okla.)	James Inhofe
1505	republican sen. james inhofe (r-okla.)	James Inhofe
1506	sen. james inhofe	James Inhofe
1507	sen. james inhofe (r-ok)	James Inhofe
1508	sen. james inhofe (r-okla.)	James Inhofe
1509	sen. james inhofe of oklahoma	James Inhofe
1510	sen. james inhofe, r-okla., a guest on the washington times morning radio show	James Inhofe
1511	senator james inhofe (r-ok), chairman of the senate environment and public works (epw) committee	James Inhofe
1512	washington – sen. james inhofe	James Inhofe
1513	Coburn’s fellow oklahoma republican sen. james inhofe	James Inhofe
1514	Inhofe	James Inhofe
1515	James inhofe (r-okla.)	James Inhofe
1516	Republican sen. james inhofe (r-okla.)	James Inhofe
1517	Sen. james inhofe	James Inhofe
1518	Sen. james inhofe (r-ok)	James Inhofe
1519	Sen. james inhofe (r-okla.)	James Inhofe
1520	Sen. james inhofe of oklahoma	James Inhofe
1521	Sen. james inhofe, r-okla., a guest on the washington times morning radio show	James Inhofe
1522	Senator james inhofe (r-ok), chairman of the senate environment and public works (epw) committee	James Inhofe
1523	Washington – sen. james inhofe	James Inhofe
1524	andrew wheeler	Andrew R. Wheeler
1525	andrew wheeler's	Andrew R. Wheeler
1526	andrew wheeler’s coal credentials	Andrew Wheeler
1527	environmental protection agency administrator andrew wheeler	Andrew Wheeler
1528	epa acting administrator andrew wheeler	Andrew Wheeler
1529	epa administrator andrew wheeler	Andrew Wheeler
1530	former coal lobbyist andrew wheeler	Andrew R. Wheeler
1531	pruitt’s deputy, former coal lobbyist andrew wheeler, will take over the agency on monday	Andrew Wheeler
1532	wheel	Andrew Wheeler
1533	wheeler	Andrew R. Wheeler
1534	Andrew wheeler	Andrew R. Wheeler
1535	Andrew wheeler's	Andrew R. Wheeler
1536	Andrew wheeler’s coal credentials	Andrew Wheeler
1537	Environmental protection agency administrator andrew wheeler	Andrew Wheeler
1538	Epa acting administrator andrew wheeler	Andrew Wheeler
1539	Epa administrator andrew wheeler	Andrew Wheeler
1540	Former coal lobbyist andrew wheeler	Andrew R. Wheeler
1541	Pruitt’s deputy, former coal lobbyist andrew wheeler, will take over the agency on monday	Andrew Wheeler
1542	Wheel	Andrew Wheeler
1543	Wheeler	Andrew R. Wheeler
1544	ceo rex tillerson	Rex Tillerson
1545	exxon's ceo rex tillerson	Rex Tillerson
1546	exxonmobil ceo rex tillerson	ExxonMobil
1547	exxonmobil ceo rex tillerson in 2015	ExxonMobil
1548	rex tillerson	Rex Tillerson
1549	rex tillerson, chairman, president, and ceo of exxon	Rex Tillerson
1550	rex tillerson, exxon’s former ceo and now u.s. secretary of state	Rex Tillerson
1551	rex tillerson, raymond’s successor as ceo	Rex Tillerson
1552	tillerson	Rex Tillerson
1553	Ceo rex tillerson	Rex Tillerson
1554	Exxon's ceo rex tillerson	Rex Tillerson
1555	Exxonmobil ceo rex tillerson	ExxonMobil
1556	Exxonmobil ceo rex tillerson in 2015	ExxonMobil
1557	Rex tillerson	Rex Tillerson
1558	Rex tillerson, chairman, president, and ceo of exxon	Rex Tillerson
1559	Rex tillerson, exxon’s former ceo and now u.s. secretary of state	Rex Tillerson
1560	Rex tillerson, raymond’s successor as ceo	Rex Tillerson
1561	Tillerson	Rex Tillerson
1562	rick scott and marco rubio	Rick Scott
1563	scott, who was re-elected last november	Rick Scott
1564	Rick scott and marco rubio	Rick Scott
1565	Scott, who was re-elected last november	Rick Scott
1566	kudlow	Larry Kudlow
1567	lawrence kudlow	Larry Kudlow
1568	Kudlow	Larry Kudlow
1569	Lawrence kudlow	Larry Kudlow
1570	@myronebell	Myron Ebell
1571	ebell	Myron Ebell
1572	mr. ebell	Myron Ebell
1573	myron ebell	Myron Ebell
1574	myron ebell of the competitive enterprise institute	Myron Ebell
1575	myron ebell, competitive enterprise institute	Myron Ebell
1576	myron ebell, who led trump's epa transition team	Myron Ebell
1577	Ebell	Myron Ebell
1578	Mr. ebell	Myron Ebell
1579	Myron ebell	Myron Ebell
1580	Myron ebell of the competitive enterprise institute	Myron Ebell
1581	Myron ebell, competitive enterprise institute	Myron Ebell
1582	Myron ebell, who led trump's epa transition team	Myron Ebell
1583	climate change denialist rep. lamar smith, r-texas	Lamar Smith
1584	rep. lamar smith	Lamar Smith
1585	smith and the chair of his panel's environment subcommittee, rep. andy biggs (r-ariz.)	Lamar Smith
1586	Climate change denialist rep. lamar smith, r-texas	Lamar Smith
1587	Rep. lamar smith	Lamar Smith
1588	Smith and the chair of his panel's environment subcommittee, rep. andy biggs (r-ariz.)	Lamar Smith
1589	conservative talk radio host rush limbaugh	Rush Limbaugh
1590	host rush limbaugh	Rush Limbaugh
1591	limbaugh	Rush Limbaugh
1592	limbuagh	Rush Limbaugh
1593	rush limbaugh	Rush Limbaugh
1594	Conservative talk radio host rush limbaugh	Rush Limbaugh
1595	Host rush limbaugh	Rush Limbaugh
1596	Limbaugh	Rush Limbaugh
1597	Limbuagh	Rush Limbaugh
1598	Rush limbaugh	Rush Limbaugh
1599	happer	William Happer
1600	mother jones' newsletters  prominent climate denier william happer	William Happer
1601	princeton physicist william happer	William Happer
1602	princeton physics professor william happer	William Happer
1603	princeton university physics professor dr. william happer	William Happer
1604	professor william happer	William Happer
1605	william happer	William Happer
1606	william happer professor of physics princeton university	William Happer
1607	william happer, a professor of physics at princeton university	William Happer
1608	Happer	William Happer
1609	Mother jones' newsletters  prominent climate denier william happer	William Happer
1610	Princeton physicist william happer	William Happer
1611	Princeton physics professor william happer	William Happer
1612	Princeton university physics professor dr. william happer	William Happer
1613	Professor william happer	William Happer
1614	William happer	William Happer
1615	William happer professor of physics princeton university	William Happer
1616	William happer, a professor of physics at princeton university	William Happer
1617	sen. jeff sessions (r-ala.)	Jeff Sessions
1618	sessions	Jeff Sessions
1619	Sen. jeff sessions (r-ala.)	Jeff Sessions
1620	Sessions	Jeff Sessions
1621	alex jones	Alex Jones
1622	mr. jones, a strong supporter of president trump	Alex Jones
1623	Alex jones	Alex Jones
1624	Mr. jones, a strong supporter of president trump	Alex Jones
1625	palin	Sarah Palin
1626	sarah palin	Sarah Palin
1627	sarah palin, and hunting groups	Sarah Palin
1628	Palin	Sarah Palin
1629	Sarah palin	Sarah Palin
1630	Sarah palin, and hunting groups	Sarah Palin
1631	charles krauthammer, syndicated columnist	Charles Krauthammer
1632	conservative charles krauthammer	Charles Krauthammer
1633	krauthammer	Charles Krauthammer
1634	Charles krauthammer, syndicated columnist	Charles Krauthammer
1635	Conservative charles krauthammer	Charles Krauthammer
1636	Krauthammer	Charles Krauthammer
1637	bannon	Steve Bannon
1638	trump advisers like the chief strategist stephen k. bannon	Steve Bannon
1639	Bannon	Steve Bannon
1640	Trump advisers like the chief strategist stephen k. bannon	Steve Bannon
1641	fox news host laura ingraham of “the ingraham angle”	Laura Ingraham
1642	ingraham	Laura Ingraham
1643	Fox news host laura ingraham of “the ingraham angle”	Laura Ingraham
1644	Ingraham	Laura Ingraham
1645	gosar	Paul Gosar
1646	Gosar	Paul Gosar
1647	dr. richard lindzen, professor of atmospheric sciences at the massachusetts institute of technology	Richard Lindzen
1648	dr. richard s. lindzen	Richard Lindzen
1649	lindzen	Richard Lindzen
1650	many esteemed climatologists and meteorologists, including mit professor emeritus richard lindzen	Richard Lindzen
1651	mit professor richard lindzen	Richard Lindzen
1652	professor richard lindzen of mit	Richard Lindzen
1653	richard lindzen, an emeritus professor of atmospheric sciences at mit who has published more than 200 scientific papers	Richard Lindzen
1654	richard lindzen, former mit professor, and atmospheric physicist	Richard Lindzen
1655	richard lindzen, professor of atmospheric science at mit	Richard Lindzen
1656	this guy richard lindzen	Richard Lindzen
1657	Dr. richard lindzen, professor of atmospheric sciences at the massachusetts institute of technology	Richard Lindzen
1658	Dr. richard s. lindzen	Richard Lindzen
1659	Lindzen	Richard Lindzen
1660	Many esteemed climatologists and meteorologists, including mit professor emeritus richard lindzen	Richard Lindzen
1661	Mit professor richard lindzen	Richard Lindzen
1662	Professor richard lindzen of mit	Richard Lindzen
1663	Richard lindzen, an emeritus professor of atmospheric sciences at mit who has published more than 200 scientific papers	Richard Lindzen
1664	Richard lindzen, former mit professor, and atmospheric physicist	Richard Lindzen
1665	Richard lindzen, professor of atmospheric science at mit	Richard Lindzen
1666	This guy richard lindzen	Richard Lindzen
1667	(uah) climatologist john christy	John Christy
1668	alabama earth science center director john christy	John Christy
1669	atmospheric scientist john christy	John Christy
1670	climatologist dr. john christy who has looked back to the 1850s	John Christy
1671	climatologist john christy	John Christy
1672	dr. john christy	John Christy
1673	dr. john christy of the earth system science laboratory at the university of alabama-huntsville	John Christy
1674	john christy, a climate scientist at the university of alabama-huntsville	John Christy
1675	nasa award-winning scientist john christy	John Christy
1676	professor john christy of the university of alabama in huntsville	John Christy
1677	“john christy and richard mcnider, from university of alabama	John Christy
1678	Alabama earth science center director john christy	John Christy
1679	Atmospheric scientist john christy	John Christy
1680	Climatologist dr. john christy who has looked back to the 1850s	John Christy
1681	Climatologist john christy	John Christy
1682	Dr. john christy	John Christy
