	round	batch	sent_id	sentence	worker_0	worker_1	worker_2	worker_3	worker_4	worker_5	worker_6	worker_7	disagree	agree	neutral	guid	in_held_out_test
1006	3	4	t28	The magnitude of the dryness is well beyond what global warming would be able to do so far.	agrees	disagrees	disagrees	neutral	neutral	disagrees	agrees	neutral	0.4060440187859062	0.208544579688948	0.38541140152514586	3_4_t28	False
1007	3	4	t29	A nuclear war could plunge the world into a deadly ice age.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008279140596043545	0.0012001200553868716	0.9979719658850088	3_4_t29	False
1008	3	4	t3	This is an area of the world where temperatures are rising very rapidly and the ice shelves are responding.	agrees	neutral	neutral	agrees	neutral	agrees	neutral	agrees	0.0035386636170479297	0.4142573761387008	0.5822039602442514	3_4_t3	False
1009	3	4	t30	Last ice age is so cold that even Antarctica&apos;s emperor penguins had trouble with the chill.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008844477955569918	0.001236684593828094	0.9978788676106152	3_4_t30	False
1010	3	4	t31	People in India and Latin America more worried about global warming than those in developed nations.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008371448213912861	0.0011878979010401147	0.9979749572775686	3_4_t31	False
1011	3	4	t32	Among the clearest: Sea surface temperatures are higher.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	neutral	0.0018094744968961609	0.023116567147163303	0.9750739583559404	3_4_t32	False
1012	3	4	t33	Global warming is caused mostly by human carbon emissions.	agrees	agrees	neutral	agrees	agrees	agrees	neutral	agrees	0.003121226449654482	0.8184958250767107	0.17838294847363476	3_4_t33	False
1013	3	4	t34	We must address global warming by weaning our state off of fossil fuels.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0009978816798309543	0.9974684848919204	0.0015336334282485475	3_4_t34	False
1014	3	4	t35	There is a pause in global climate change between the years 1995 and 2010.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008484415157758124	0.0011604981958190205	0.9979910602884052	3_4_t35	False
1015	3	4	t36	We are seeing more extremes: more substantial droughts, followed by substantial floods.	neutral	agrees	neutral	agrees	agrees	agrees	agrees	neutral	0.0034717370632486875	0.6281000701355529	0.3684281928011984	3_4_t36	False
1016	3	4	t37	Because of a warming climate, we could see more of these wetter atmospheric events that drench the ground, sparking floods and mudslides.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0009553571527373832	0.997583071528378	0.0014615713188846865	3_4_t37	False
1017	3	4	t38	Plants absorb carbon dioxide, a major greenhouse gas, as part of photosynthesis.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008866579674571439	0.0012109287139027553	0.9979024133186402	3_4_t38	False
1018	3	4	t39	So, ironically you might have some really cold days in the Midwest despite global warming.	neutral	disagrees	neutral	agrees	neutral	neutral	neutral	neutral	0.061774842011683824	0.03236836555874738	0.9058567924295688	3_4_t39	False
1019	3	4	t4	Following intense melt episodes, the ice melt can pond in crevasses and form lakes that destabilize ice shelves in a process.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008638931248324804	0.0012022947512835053	0.997933812123884	3_4_t4	False
1020	3	4	t5	The IPCC is taking a huge credibility hit over the hiatus and its pronouncement that it is 95 percent certain that human activity is responsible for most global warming.	neutral	neutral	neutral	neutral	disagrees	disagrees	neutral	neutral	0.14473780370949438	0.003999242986465377	0.8512629533040402	3_4_t5	False
1021	3	4	t6	Such problems will be vastly worse if global temperatures continue to rise.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0009642617841033233	0.9975634458959068	0.0014722923199899985	3_4_t6	False
1022	3	4	t7	If you've been hearing that extreme cold spells, like the one we're having in the United States now, disproves global warming, don't believe it.	agrees	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	0.022736807110828542	0.9742653932047092	0.0029977996844623355	3_4_t7	False
1023	3	4	t8	Pricing carbon obviously adds a cost to our production and our products.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008531927887426579	0.0011896044519964265	0.9979572027592608	3_4_t8	False
1024	3	4	t9	I agree with the consensus view that combustion of fossil fuels is a leading cause for increased concentrations of greenhouse gases in the atmosphere.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0009515204012106424	0.9975656904569841	0.0014827891418054224	3_4_t9	False
1025	3	5	s0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees				3_5_s0	False
1026	3	5	s1	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	agrees	agrees	neutral	neutral	neutral	agrees	agrees	agrees				3_5_s1	False
1027	3	5	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	disagrees	neutral	neutral	neutral	neutral				3_5_s2	False
1028	3	5	s3	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees				3_5_s3	False
1029	3	5	s4	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				3_5_s4	False
1030	3	5	t0	Global temperatures had not risen in the past decade.	neutral	neutral	neutral	neutral	neutral	disagrees	disagrees	disagrees	0.3863145346440954	0.004187292186778859	0.6094981731691257	3_5_t0	False
1031	3	5	t1	Most Americans are somewhat or very interested in global warming.	agrees	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0017233180930050875	0.012718944696684885	0.98555773721031	3_5_t1	True
1032	3	5	t10	Coastlines around the world hold enormous ecological value, both as habitats for species that can live nowhere else and as a buffer for surging seas during storm events.	agrees	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0017324038898114535	0.012811549610337184	0.9854560464998512	3_5_t10	False
1033	3	5	t11	Climate change may or may not bear responsibility for the flood on last night.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.000855888241792005	0.00098888884048539	0.9981552229177226	3_5_t11	False
1034	3	5	t12	Global warming effects will never occur, the lowest rate since 2000.	neutral	neutral	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.9811360741302584	0.001472283810261588	0.017391642059480003	3_5_t12	False
1035	3	5	t13	Bringing up climate change derails discussions of community-based solutions for problems like flooding and the resulting problems of transportation and public health.	disagrees	neutral	neutral	disagrees	disagrees	neutral	neutral	disagrees	0.7078492211381403	0.0038462741069813	0.28830450475487845	3_5_t13	False
1036	3	5	t14	A global reduction in HFCs could prevent 0.5 degrees Celsius in warming over the next century.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	neutral	0.0019008683424132304	0.016301864905400854	0.981797266752186	3_5_t14	False
1037	3	5	t15	Fewer than half of Americans believe human activity is responsible for most global warming.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008540688692211843	0.0010270582759051492	0.9981188728548736	3_5_t15	False
1038	3	5	t16	As a result of our past, present, and expected future emissions of carbon dioxide, we are committed to climate change and effects will persist for many centuries even if emissions of carbon dioxide stop.	disagrees	agrees	agrees	neutral	neutral	agrees	agrees	agrees	0.028504524995442895	0.7657186167153196	0.20577685828923745	3_5_t16	True
1039	3	5	t17	Thousands more homes are damaged by Florence because of rising seas.	agrees	neutral	neutral	agrees	neutral	neutral	agrees	neutral	0.004142954856827638	0.3784104579882071	0.6174465871549654	3_5_t17	False
1040	3	5	t18	Hundreds of government scientists have perceived or personally experienced pressure from the Bush administration to eliminate phrases such as “climate change” and “global warming” from their reports and public statements.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0008923417129632895	0.00103154257297864	0.998076115714058	3_5_t18	True
1041	3	5	t19	Carbon trading actually delays the crucial process of big polluters reducing their emissions.	neutral	neutral	neutral	agrees	neutral	neutral	agrees	neutral	0.003803532081797232	0.2389917153779919	0.7572047525402108	3_5_t19	False
1042	3	5	t2	Just to give you one last quick example, scientists have documented already the deep oceans are warming, the glaciers are melting.	agrees	agrees	neutral	agrees	neutral	agrees	neutral	agrees	0.0038185629784414296	0.6858967730197346	0.31028466400182403	3_5_t2	False
1043	3	5	t20	The powerful of the world ignore the immense devastation wrought by pollution in favor of an ideologically driven crusade against global warming.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0006349497790524651	0.9988333117941756	0.0005317384267718979	3_5_t20	False
1044	3	5	t21	A study recently that concludes children are detrimental to the environment because they contribute to global warming.	agrees	neutral	agrees	neutral	neutral	neutral	agrees	disagrees	0.09507931297363367	0.3743831418288045	0.5305375451975617	3_5_t21	False
1045	3	5	t22	The United States ratified the United Nations Framework Convention on Climate Change and participates actively in global climate diplomacy.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	neutral	0.0018150808570824985	0.01608970705759279	0.9820952120853246	3_5_t22	False
1046	3	5	t23	Australia would have been better off keeping the ill-fated carbon pricing scheme introduced by the Gillard government in 2010.	disagrees	neutral	neutral	agrees	neutral	agrees	neutral	agrees	0.031963936277517584	0.46609172380154	0.5019443399209423	3_5_t23	False
1047	3	5	t24	If we allow the Environmental Protection Agency to ignore the will of Congress and move forward with the Environmental Protection Agency global warming regulatory agenda, I believe this economic hole will only crater further.	neutral	agrees	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	0.953390618247426	0.012191547243972362	0.034417834508601614	3_5_t24	False
1048	3	5	t25	The global sea level rise is caused by two main factors: water expanding as it warms, and large-scale melting of glaciers and polar ice caps.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	neutral	0.0018586069306043352	0.015779443835570006	0.9823619492338256	3_5_t25	True
1049	3	5	t26	But a global threat warrants a global response.	neutral	neutral	agrees	agrees	neutral	agrees	agrees	agrees	0.003106924337712058	0.8546972678048933	0.14219580785739466	3_5_t26	False
1050	3	5	t27	Antarctica is not currently contributing to sea level rise, but is taking 0.23 millimeters per year away.	agrees	neutral	neutral	neutral	neutral	neutral	neutral	disagrees	0.06612492496190099	0.023175901506842216	0.9106991735312568	3_5_t27	False
1051	3	5	t28	Human emissions of greenhouse gasses essentially control the future of surface melting in Antarctica.	agrees	agrees	neutral	agrees	agrees	agrees	agrees	agrees	0.0016784570771539275	0.9827110154038428	0.015610527519003128	3_5_t28	True
1052	3	5	t29	Climate change is a global catastrophe that’s unfolding before our very eyes in slow motion.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	agrees	0.001219039137778208	0.9936713682387992	0.0051095926234229145	3_5_t29	False
1053	3	5	t3	More clarity is needed on what the targets really mean for global warming.	neutral	neutral	disagrees	neutral	disagrees	neutral	neutral	disagrees	0.4679428405744973	0.004218521415498211	0.5278386380100045	3_5_t3	False
1054	3	5	t30	Global warming alarmists are the equivalent of the flat-Earthers.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.999290393459107	0.0004227839524476767	0.00028682258844533884	3_5_t30	False
1055	3	5	t31	If we reach a certain point in the warming the warming, what we’ll end up with is a vicious cycle, where the warming causes additional permafrost melt, which causes additional CO2 to be released to the atmosphere, which causes additional warming, which creates this vicious cycle.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0006330415109327487	0.9988311152449691	0.0005358432440981204	3_5_t31	False
1056	3	5	t32	In fact, the earth has been warming very gradually for 300 years, since the Little Ice Age ended, and that is long before heavy use of fossil fuels.	agrees	agrees	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	0.9505758460605256	0.037784364846683266	0.011639789092791295	3_5_t32	False
1057	3	5	t33	Then there’s the evidence that higher concentrations of carbon dioxide (which is a plant food after all) are actually greening the planet and helping to lift agricultural yields.	agrees	neutral	neutral	disagrees	disagrees	neutral	disagrees	disagrees	0.8545786798521278	0.02234306393900333	0.12307825620886888	3_5_t33	False
1058	3	5	t34	"There are a ""tremendous number of factors"" influencing global climate, and outlandish predictions almost always turn out to be false."	disagrees	neutral	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	0.977856002458272	0.0015741435520141695	0.020569853989713567	3_5_t34	False
1059	3	5	t35	Even minor increases in sea level could have severe consequences around the world.	agrees	neutral	neutral	agrees	agrees	agrees	agrees	agrees	0.0022203746877968197	0.9542535878502167	0.04352603746198642	3_5_t35	False
1060	3	5	t36	Human impact on the global climate is small.	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	disagrees	0.9884292486373176	0.001271388529389746	0.010299362833292464	3_5_t36	False
1061	3	5	t37	Global warming is under way.	agrees	neutral	agrees	agrees	agrees	agrees	agrees	agrees	0.0012165216841630586	0.993694063579196	0.0050894147366407575	3_5_t37	False
1062	3	5	t38	"Pruitt didn't believe carbon dioxide is a ""primary contributor"" to climate change — also recently tried and failed to delay an Obama-era rule on monitoring methane leaks."	agrees	agrees	neutral	neutral	neutral	agrees	neutral	neutral	0.0031977863372645173	0.1319284991699088	0.8648737144928267	3_5_t38	True
1063	3	5	t39	Even if we manage to keep the rise in global temperatures to 2C, major climatic events such as heatwaves will continue to have unprecedented effects on our environment.	agrees	neutral	agrees	agrees	agrees	agrees	disagrees	agrees	0.048939047933939016	0.9410660174544077	0.009994934611653464	3_5_t39	False
1064	3	5	t4	Carbon emissions did not peak in 2014 and are set to rise until 2030.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	disagrees	0.07830113814958573	0.06985338699407759	0.8518454748563367	3_5_t4	True
1065	3	5	t5	Temperature readings from the Arctic and Antarctic used to estimate the effects of global warming are nothing more than guesswork.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.999291231980964	0.0004155620371127975	0.0002932059819233191	3_5_t5	False
1066	3	5	t6	We should have unbiased studies that examine ALL of the data to determine whether global warming is myth or reality.	neutral	neutral	neutral	disagrees	neutral	neutral	neutral	neutral	0.06516919349063348	0.003054656777911987	0.9317761497314544	3_5_t6	False
1067	3	5	t7	Sea levels have not risen by as much as previously predicted.	disagrees	neutral	disagrees	neutral	neutral	neutral	disagrees	disagrees	0.6075769986517691	0.0040734466303784375	0.3883495547178525	3_5_t7	False
1068	3	5	t8	To strip its $3.5 billion endowment fund of fossil fuel investments would needlessly cost the school money.	neutral	neutral	neutral	neutral	disagrees	neutral	neutral	disagrees	0.2439319196551911	0.004036475063149207	0.7520316052816596	3_5_t8	False
1069	3	5	t9	Methane can be much easier and less expensive to contain than carbon dioxide emissions.	neutral	neutral	neutral	neutral	neutral	neutral	agrees	neutral	0.002433136707673773	0.04314383741519542	0.9544230258771308	3_5_t9	False
1070	3	6	s0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees				3_6_s0	False
1071	3	6	s1	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	neutral	neutral	agrees	neutral	neutral	neutral	agrees	agrees				3_6_s1	False
1072	3	6	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	neutral				3_6_s2	False
1073	3	6	s3	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	neutral	agrees	agrees				3_6_s3	False
1074	3	6	s4	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				3_6_s4	False
1075	3	6	t0	Fossil fuel methane emissions are greater than what we previously thought.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0005540245764071348	0.0007749779535391423	0.9986709974700536	3_6_t0	False
1076	3	6	t1	The e-mail messages showed scientists using faulty data to support the notion of manmade global warming.	disagrees	disagrees	disagrees	agrees	neutral	neutral	disagrees	disagrees	0.9410323133229176	0.00835934238548203	0.05060834429160044	3_6_t1	False
1077	3	6	t10	The real Arctic environmental worries are oil spills and similar disasters.	neutral	neutral	neutral	disagrees	neutral	neutral	disagrees	disagrees	0.2308749358714488	0.003998560856248908	0.7651265032723022	3_6_t10	False
1078	3	6	t11	Brussels survived this week’s terrorist attacks, but it may not survive climate change (much of the city is less than 100 feet above sea level).	agrees	agrees	agrees	neutral	neutral	agrees	agrees	agrees	0.0014851435809934606	0.9788345779767788	0.019680278442227587	3_6_t11	False
1079	3	6	t12	There has been no increase in global temperature for 18 years.	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	0.9907083359986422	0.0014837368860537929	0.00780792711530423	3_6_t12	False
1080	3	6	t13	We need to get rid of fossil fuel subsidies now.	neutral	agrees	neutral	disagrees	neutral	neutral	agrees	neutral	0.00862889704270639	0.15748716593999554	0.833883937017298	3_6_t13	False
1081	3	6	t14	There is a coming transition from fossil fuels to renewables, but are reluctant to speak about it because it’s tied to climate change.	neutral	neutral	neutral	disagrees	neutral	agrees	agrees	agrees	0.010880460043954912	0.35864843513950584	0.6304711048165391	3_6_t14	False
1082	3	6	t15	It’s important to keep in mind that there are natural short-term variations in global temperature that happen right alongside human-induced warming.	agrees	neutral	neutral	agrees	neutral	neutral	agrees	disagrees	0.08869205166325833	0.3613896642671017	0.5499182840696397	3_6_t15	False
1083	3	6	t16	Old forests are particularly successful as carbon sinks, with those in the Pacific Northwest, Canada, and Russia taking in up to 0.4 gigatons of carbon annually.	neutral	neutral	neutral	neutral	neutral	agrees	neutral	neutral	0.0012388600583850455	0.013185098739927348	0.9855760412016876	3_6_t16	False
1084	3	6	t17	"The disputed ""climate hiatus"", the period in which global surface air temperatures had risen more slowly than models had predicted, is over, with the last three years each being the hottest on record at the time."	agrees	agrees	neutral	agrees	agrees	disagrees	agrees	agrees	0.022853996401378317	0.9329008438685404	0.04424515973008117	3_6_t17	False
1085	3	6	t18	Global Warming is a theory and should be taught as such in our schools.	disagrees	disagrees	neutral	neutral	disagrees	disagrees	disagrees	disagrees	0.9454062594583974	0.002723009701438161	0.05187073084016449	3_6_t18	True
1086	3	6	t19	Global warming is pure crap, a punchline to punctuate the occasional warm day in January.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.9987823063620136	0.00066872689171922	0.0005489667462672206	3_6_t19	False
1087	3	6	t2	As climate change contributes to rising sea levels and extreme weather, at least one in four people will live in a country with chronic or recurring shortages of fresh water by 2050.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0005574023100267123	0.9987829767242894	0.0006596209656839033	3_6_t2	False
1088	3	6	t20	The challenge moving forward will be getting countries to more deeply cut their carbon pollution.	agrees	neutral	agrees	agrees	agrees	neutral	agrees	neutral	0.003052893212778921	0.6979711755923897	0.2989759311948314	3_6_t20	False
1089	3	6	t21	It's a bit of a chicken-egg thing: we have less ice because it’s warm, but it’s really warm, so we have less ice.	agrees	neutral	neutral	agrees	neutral	neutral	disagrees	neutral	0.049588687388034264	0.1302763629441758	0.8201349496677899	3_6_t21	False
1090	3	6	t22	"64 percent of US adults are worried a ""great deal"" or ""fair amount"" about global warming – an eight-year high."	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral	0.0005515308196422003	0.0007964446443645008	0.9986520245359932	3_6_t22	False
1091	3	6	t23	Climate deniers can still call global warming a hoax when looking at hotter temperatures, dying forests and increasing wildfires.	agrees	agrees	agrees	disagrees	agrees	agrees	agrees	agrees	0.002730865042679007	0.9962825270474942	0.0009866079098268307	3_6_t23	False
1092	3	6	t24	The meltdown results from the complex interaction of players including emissions-driven climate change, warm air and water, and shrinking ice area.	neutral	agrees	neutral	neutral	neutral	agrees	agrees	neutral	0.0031864855436626155	0.2860853606981383	0.7107281537581991	3_6_t24	False
1093	3	6	t25	Global warming has ceased and that if carbon dioxide in the atmosphere are doubled, then plants would love it.	disagrees	disagrees	disagrees	agrees	neutral	disagrees	disagrees	disagrees	0.9843666611781532	0.00555747224230211	0.010075866579544807	3_6_t25	False
1094	3	6	t26	State-of-the-art global climate models do not capture this characteristic of hydroclimate variability, suggesting that the models underestimate the risk of future persistent droughts.	agrees	agrees	neutral	disagrees	neutral	disagrees	agrees	agrees	0.05513014330518423	0.8163150709210749	0.12855478577374072	3_6_t26	False
1095	3	6	t27	China passed the United States in 2007 as the world’s largest emitter of carbon dioxide.	neutral	neutral	neutral	agrees	neutral	neutral	neutral	neutral	0.000865967343577648	0.0033721838640614035	0.9957618487923608	3_6_t27	False
1096	3	6	t28	Somewhere between 90% and 100% of active climate scientists agree that global warming is real and human-caused.	neutral	neutral	agrees	agrees	agrees	agrees	agrees	agrees	0.0027167484104551032	0.821022147910138	0.17626110367940695	3_6_t28	False
1097	3	6	t29	We will not be imposing a carbon tax and we will not be imposing an emissions trading scheme.	neutral	disagrees	neutral	neutral	neutral	neutral	disagrees	neutral	0.1367137207084049	0.003437333042333548	0.8598489462492616	3_6_t29	False
1098	3	6	t3	All that our world leaders need is a little more common sense, in order to avoid the nonsense of seeking a globally-binding treaty to reduce CO2 emissions.	disagrees	neutral	disagrees	agrees	agrees	neutral	disagrees	disagrees	0.8323661912353291	0.0525833803353994	0.11505042842927166	3_6_t3	False
1099	3	6	t30	Global warming is caused due to human activity, and only 44 percent believe it to be a “very serious problem” versus 90 percent of Brazilians, 68 percent of the French and 65 percent of the Japanese population.	agrees	neutral	neutral	agrees	neutral	agrees	agrees	agrees	0.003064453554969864	0.7304572708195187	0.2664782756255114	3_6_t30	False
1100	3	6	t31	The rising level of carbon dioxide in the earth’s atmosphere is currently net beneficial for both humanity and the biosphere generally.	disagrees	agrees	disagrees	neutral	neutral	agrees	disagrees	disagrees	0.8241020193574253	0.13816870861094066	0.03772927203163391	3_6_t31	False
1101	3	6	t32	Is increasingly necessary if the world wants to avoid the most severe repercussions of global warming.	agrees	agrees	agrees	neutral	agrees	agrees	agrees	agrees	0.0008265351555215164	0.9965784985619399	0.0025949662825385297	3_6_t32	False
1102	3	6	t33	Fracking wells leak massive quantities of methane gas, which is eighty-six times more potent than carbon dioxide at trapping heat over a twenty-year span.	agrees	neutral	neutral	neutral	neutral	agrees	agrees	neutral	0.003196058952731148	0.34792822028383863	0.6488757207634303	3_6_t33	False
1103	3	6	t34	If you're a believer in the Bible, one would have to say the Great Flood is an example of climate change and that certainly is n't because mankind had overdeveloped hydrocarbon energy.	disagrees	disagrees	disagrees	neutral	disagrees	neutral	disagrees	agrees	0.8942574836799947	0.0660676070740659	0.0396749092459394	3_6_t34	False
1104	3	6	t35	Climate catastrophism produces a level of obsession with reducing carbon footprints that is otherwise reserved for reducing waistlines.	disagrees	disagrees	disagrees	disagrees	agrees	disagrees	disagrees	neutral	0.9338178255142752	0.020765986420536016	0.04541618806518871	3_6_t35	False
1105	3	6	t36	U.s. emissions of global warming gases will increase by 43 percent over the next eighteen years.	agrees	neutral	neutral	agrees	agrees	neutral	agrees	agrees	0.0030105941034196428	0.7145208798517335	0.2824685260448468	3_6_t36	False
1106	3	6	t37	You can’t run the machine called America without fossil fuels and nuclear energy or the millions of jobs this deal seeks to eliminate.	neutral	disagrees	neutral	disagrees	neutral	neutral	disagrees	neutral	0.1939700403942464	0.0038704866137566295	0.802159472991997	3_6_t37	False
1107	3	6	t38	Major dams in California are five times more likely to flood this century than the last one due to global warming.	agrees	agrees	agrees	neutral	neutral	neutral	agrees	agrees	0.0021432515135704614	0.922511316760618	0.0753454317258114	3_6_t38	False
1108	3	6	t39	Global warming does not make more hurricanes.	disagrees	disagrees	disagrees	disagrees	neutral	disagrees	disagrees	disagrees	0.990641915432082	0.0014956620251073472	0.00786242254281057	3_6_t39	False
1109	3	6	t4	So it is our moral responsibility to really do the maximum to mitigate the effects of carbon emissions.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees	0.0005480153794299447	0.9988317667868492	0.000620217833720904	3_6_t4	False
1110	3	6	t5	Last month had been the hottest September on record, and in fact took the biggest leap above the previous September that any month has displayed since 1880, when tracking began at a global scale.	agrees	neutral	neutral	agrees	neutral	agrees	neutral	agrees	0.003347992198918199	0.4832272325154571	0.5134247752856249	3_6_t5	False
1111	3	6	t6	In California alone, rising sea levels could threaten $100 billion in infrastructure and imperil half a million people.	neutral	agrees	agrees	neutral	neutral	agrees	agrees	agrees	0.0027046581982670768	0.8334949262229976	0.1638004155787353	3_6_t6	False
1112	3	6	t7	Global warming has made next to no difference to Britain’s climate.	disagrees	neutral	disagrees	neutral	disagrees	disagrees	disagrees	disagrees	0.9566778736497858	0.0024716599891013162	0.04085046636111258	3_6_t7	False
1113	3	6	t8	"Evidence of the climate 's warming ""is unequivocal"" based on observed increases in the world's average air and ocean temperatures, the widespread melting of snow and ice and a rising global average sea level."	agrees	agrees	agrees	agrees	agrees	disagrees	agrees	agrees	0.01186907568737886	0.9866947036223456	0.0014362206902757042	3_6_t8	False
1114	3	6	t9	Global warming isn't happening.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	0.99876470742025	0.0006806572568980158	0.0005546353228520382	3_6_t9	False
1115	3	7	s0	Global warming is a hoax.	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees	disagrees				3_7_s0	False
1116	3	7	s1	Alarming levels of sea level rise are predicted to threaten Florida over the next decades.	neutral	neutral	agrees	agrees	agrees	neutral	agrees	agrees				3_7_s1	False
1117	3	7	s2	Over the past several years, the United States has seen an increase in business growth that has counteracted the lingering effects of the recession.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				3_7_s2	False
1118	3	7	s3	Global warming is happening and it will be dangerous to human health and welfare.	agrees	agrees	agrees	agrees	agrees	agrees	agrees	agrees				3_7_s3	False
1119	3	7	s4	Some icebergs are cute.	neutral	neutral	neutral	neutral	neutral	neutral	neutral	neutral				3_7_s4	False
1120	3	7	t0	A global price on carbon is politically and economically unlikely, but individual nations have already implemented and may continue to implement such systems to meet their climate goals.	neutral	agrees	neutral	neutral	neutral	neutral	neutral	neutral	0.002881373114765122	0.05402054974088055	0.9430980771443545	3_7_t0	False
1121	3	7	t1	Increased revenue from a carbon tax can be used to alleviate other tax burdens.	neutral	neutral	agrees	neutral	neutral	neutral	neutral	neutral	0.0029554921192899712	0.06502929746298879	0.9320152104177212	3_7_t1	False
1122	3	7	t10	If global temperatures are allowed to rise to 2 degrees Celsius, “virtually all” coral reefs will be lost.	neutral	agrees	agrees	neutral	agrees	agrees	agrees	agrees	0.0012199825862341904	0.9919166578999776	0.006863359513788253	3_7_t10	False
1123	3	7	t11	The reality of sea level rise forced everyone to come up with a plan, including trusted local business leaders and Republican politicians.	neutral	neutral	neutral	agrees	agrees	neutral	agrees	agrees	0.004500320052428623	0.6082208122189077	0.38727886772866377	3_7_t11	False
1124	3	7	t12	The world will avoid global warming of more than 2C above pre-industrial levels.	neutral	neutral	disagrees	neutral	disagrees	neutral	disagrees	neutral	0.4847028067360201	0.005369459464878351	0.5099277337991014	3_7_t12	False
1125	3	7	t13	Snow accumulation has dramatically increased on West Antarctica’s coastal ice sheet in the 20th century.	neutral	neutral	disagrees	neutral	neutral	neutral	neutral	neutral	0.0688055860098212	0.0038291743066728493	0.927365239683506	3_7_t13	False
1126	3	7	t14	Human activity is the main cause of global warming, while the other investigation reveals widespread political interference in federal climate science here in the United States.	agrees	neutral	neutral	neutral	neutral	agrees	agrees	agrees	0.004455635049561393	0.5875051882459408	0.40803917670449774	3_7_t14	False
1127	3	7	t15	A carbon fee would be a fantastic thing for the world.	neutral	agrees	agrees	neutral	neutral	neutral	neutral	agrees	0.004388578796292101	0.670841830221587	0.3247695909821208	3_7_t15	False
1128	3	7	t16	The most important outcome of the international agreement in Paris is the pressure that 200 countries agreeing to environmentally conscious practices put on global markets.	agrees	agrees	agrees	neutral	neutral	neutral	neutral	agrees	0.003973417826596553	0.7559570686164356	0.24006951355696785	3_7_t16	False
1129	3	7	t17	This, as those familiar with the Climategate and Climategate 2 emails will recall, is very similar to what has happened to those climate scientists and journal editors who have failed to conform with the “global warming” orthodoxy: their reputations are blackened.	neutral	disagrees	disagrees	agrees	neutral	neutral	disagrees	neutral	0.7718835740723579	0.031496594231025916	0.1966198316966163	3_7_t17	True
